ev_id,toa,tod,i_soc,d_soc,dos,max_battery_capacity,day,date,toa_hr,tod_hr,unique_ev
V155,2024-12-24 20:57:00,2024-12-24 22:54:00,55,80,0 days 01:57:00,41,1,2024-12-24,2024-12-24 20:00:00,2024-12-24 22:00:00,V155_2024-12-24
V156,2024-12-24 20:11:00,2024-12-25 09:37:00,19,80,0 days 13:26:00,58,1,2024-12-24,2024-12-24 20:00:00,2024-12-25 09:00:00,V156_2024-12-24
V157,2024-12-24 18:14:00,2024-12-25 00:34:00,20,80,0 days 06:20:00,100,1,2024-12-24,2024-12-24 18:00:00,2024-12-25 00:00:00,V157_2024-12-24
V158,2024-12-24 11:06:00,2024-12-24 17:28:00,60,80,0 days 06:22:00,68,1,2024-12-24,2024-12-24 11:00:00,2024-12-24 17:00:00,V158_2024-12-24
V159,2024-12-24 13:31:00,2024-12-24 17:49:00,22,80,0 days 04:18:00,47,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 17:00:00,V159_2024-12-24
V160,2024-12-24 13:39:00,2024-12-24 17:56:00,40,80,0 days 04:17:00,96,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 17:00:00,V160_2024-12-24
V161,2024-12-24 15:12:00,2024-12-24 18:43:00,48,80,0 days 03:31:00,47,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 18:00:00,V161_2024-12-24
V162,2024-12-24 14:12:00,2024-12-24 19:52:00,12,80,0 days 05:40:00,51,1,2024-12-24,2024-12-24 14:00:00,2024-12-24 19:00:00,V162_2024-12-24
V163,2024-12-24 13:41:00,2024-12-24 15:42:00,42,80,0 days 02:01:00,47,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 15:00:00,V163_2024-12-24
V164,2024-12-24 17:24:00,2024-12-25 01:19:00,41,80,0 days 07:55:00,67,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 01:00:00,V164_2024-12-24
V165,2024-12-24 17:45:00,2024-12-24 21:46:00,44,80,0 days 04:01:00,94,1,2024-12-24,2024-12-24 17:00:00,2024-12-24 21:00:00,V165_2024-12-24
V166,2024-12-24 10:14:00,2024-12-24 17:42:00,47,80,0 days 07:28:00,41,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 17:00:00,V166_2024-12-24
V167,2024-12-24 21:15:00,2024-12-24 23:37:00,59,80,0 days 02:22:00,53,1,2024-12-24,2024-12-24 21:00:00,2024-12-24 23:00:00,V167_2024-12-24
V168,2024-12-24 18:53:00,2024-12-24 22:16:00,48,80,0 days 03:23:00,89,1,2024-12-24,2024-12-24 18:00:00,2024-12-24 22:00:00,V168_2024-12-24
V169,2024-12-24 14:57:00,2024-12-24 18:24:00,56,80,0 days 03:27:00,57,1,2024-12-24,2024-12-24 14:00:00,2024-12-24 18:00:00,V169_2024-12-24
V170,2024-12-24 10:01:00,2024-12-24 18:59:00,48,80,0 days 08:58:00,52,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 18:00:00,V170_2024-12-24
V171,2024-12-24 18:07:00,2024-12-24 20:54:00,59,80,0 days 02:47:00,81,1,2024-12-24,2024-12-24 18:00:00,2024-12-24 20:00:00,V171_2024-12-24
V172,2024-12-24 15:26:00,2024-12-24 22:02:00,54,80,0 days 06:36:00,48,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 22:00:00,V172_2024-12-24
V173,2024-12-24 13:09:00,2024-12-24 20:39:00,35,80,0 days 07:30:00,59,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 20:00:00,V173_2024-12-24
V174,2024-12-24 16:46:00,2024-12-25 01:45:00,31,80,0 days 08:59:00,73,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 01:00:00,V174_2024-12-24
V175,2024-12-24 17:09:00,2024-12-25 05:23:00,56,80,0 days 12:14:00,51,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 05:00:00,V175_2024-12-24
V176,2024-12-24 14:06:00,2024-12-24 18:07:00,11,80,0 days 04:01:00,43,1,2024-12-24,2024-12-24 14:00:00,2024-12-24 18:00:00,V176_2024-12-24
V177,2024-12-24 22:00:00,2024-12-25 05:33:00,15,80,0 days 07:33:00,47,1,2024-12-24,2024-12-24 22:00:00,2024-12-25 05:00:00,V177_2024-12-24
V178,2024-12-24 22:21:00,2024-12-25 02:19:00,13,80,0 days 03:58:00,46,1,2024-12-24,2024-12-24 22:00:00,2024-12-25 02:00:00,V178_2024-12-24
V179,2024-12-24 08:24:00,2024-12-24 20:10:00,13,80,0 days 11:46:00,93,1,2024-12-24,2024-12-24 08:00:00,2024-12-24 20:00:00,V179_2024-12-24
V180,2024-12-24 10:40:00,2024-12-24 14:19:00,30,80,0 days 03:39:00,68,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 14:00:00,V180_2024-12-24
V181,2024-12-24 12:20:00,2024-12-24 19:33:00,58,80,0 days 07:13:00,51,1,2024-12-24,2024-12-24 12:00:00,2024-12-24 19:00:00,V181_2024-12-24
V182,2024-12-24 02:43:00,2024-12-24 11:18:00,55,80,0 days 08:35:00,88,1,2024-12-24,2024-12-24 02:00:00,2024-12-24 11:00:00,V182_2024-12-24
V183,2024-12-24 03:43:00,2024-12-24 08:36:00,26,80,0 days 04:53:00,85,1,2024-12-24,2024-12-24 03:00:00,2024-12-24 08:00:00,V183_2024-12-24
V184,2024-12-24 09:39:00,2024-12-24 13:41:00,40,80,0 days 04:02:00,67,1,2024-12-24,2024-12-24 09:00:00,2024-12-24 13:00:00,V184_2024-12-24
V185,2024-12-24 11:15:00,2024-12-24 23:35:00,48,80,0 days 12:20:00,56,1,2024-12-24,2024-12-24 11:00:00,2024-12-24 23:00:00,V185_2024-12-24
V186,2024-12-24 09:54:00,2024-12-24 17:11:00,43,80,0 days 07:17:00,87,1,2024-12-24,2024-12-24 09:00:00,2024-12-24 17:00:00,V186_2024-12-24
V187,2024-12-24 16:39:00,2024-12-24 20:02:00,47,80,0 days 03:23:00,70,1,2024-12-24,2024-12-24 16:00:00,2024-12-24 20:00:00,V187_2024-12-24
V188,2024-12-24 15:55:00,2024-12-25 00:36:00,45,80,0 days 08:41:00,58,1,2024-12-24,2024-12-24 15:00:00,2024-12-25 00:00:00,V188_2024-12-24
V189,2024-12-24 21:01:00,2024-12-25 04:27:00,58,80,0 days 07:26:00,89,1,2024-12-24,2024-12-24 21:00:00,2024-12-25 04:00:00,V189_2024-12-24
V190,2024-12-24 18:37:00,2024-12-25 02:42:00,51,80,0 days 08:05:00,40,1,2024-12-24,2024-12-24 18:00:00,2024-12-25 02:00:00,V190_2024-12-24
V191,2024-12-24 13:26:00,2024-12-24 19:14:00,53,80,0 days 05:48:00,51,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 19:00:00,V191_2024-12-24
V192,2024-12-24 18:38:00,2024-12-24 22:15:00,44,80,0 days 03:37:00,88,1,2024-12-24,2024-12-24 18:00:00,2024-12-24 22:00:00,V192_2024-12-24
V193,2024-12-24 13:24:00,2024-12-24 16:46:00,35,80,0 days 03:22:00,68,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 16:00:00,V193_2024-12-24
V194,2024-12-24 10:43:00,2024-12-24 16:35:00,55,80,0 days 05:52:00,83,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 16:00:00,V194_2024-12-24
V195,2024-12-24 21:41:00,2024-12-24 23:59:00,46,80,0 days 02:18:00,42,1,2024-12-24,2024-12-24 21:00:00,2024-12-24 23:00:00,V195_2024-12-24
V196,2024-12-24 15:44:00,2024-12-24 19:12:00,29,80,0 days 03:28:00,63,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 19:00:00,V196_2024-12-24
V197,2024-12-24 15:34:00,2024-12-25 00:05:00,40,80,0 days 08:31:00,81,1,2024-12-24,2024-12-24 15:00:00,2024-12-25 00:00:00,V197_2024-12-24
V198,2024-12-24 17:05:00,2024-12-24 23:45:00,16,80,0 days 06:40:00,100,1,2024-12-24,2024-12-24 17:00:00,2024-12-24 23:00:00,V198_2024-12-24
V199,2024-12-24 19:04:00,2024-12-24 21:41:00,49,80,0 days 02:37:00,39,1,2024-12-24,2024-12-24 19:00:00,2024-12-24 21:00:00,V199_2024-12-24
V200,2024-12-24 15:27:00,2024-12-24 17:56:00,47,80,0 days 02:29:00,64,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 17:00:00,V200_2024-12-24
V201,2024-12-24 13:24:00,2024-12-24 17:49:00,36,80,0 days 04:25:00,53,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 17:00:00,V201_2024-12-24
V202,2024-12-24 13:06:00,2024-12-24 17:42:00,55,80,0 days 04:36:00,60,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 17:00:00,V202_2024-12-24
V203,2024-12-24 10:59:00,2024-12-24 13:23:00,25,80,0 days 02:24:00,41,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 13:00:00,V203_2024-12-24
V204,2024-12-24 19:43:00,2024-12-24 22:12:00,46,80,0 days 02:29:00,63,1,2024-12-24,2024-12-24 19:00:00,2024-12-24 22:00:00,V204_2024-12-24
V205,2024-12-24 17:33:00,2024-12-25 00:38:00,30,80,0 days 07:05:00,79,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 00:00:00,V205_2024-12-24
V206,2024-12-24 17:03:00,2024-12-24 21:10:00,57,80,0 days 04:07:00,83,1,2024-12-24,2024-12-24 17:00:00,2024-12-24 21:00:00,V206_2024-12-24
V207,2024-12-24 10:05:00,2024-12-24 14:04:00,31,80,0 days 03:59:00,59,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 14:00:00,V207_2024-12-24
V208,2024-12-24 10:06:00,2024-12-24 17:30:00,38,80,0 days 07:24:00,92,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 17:00:00,V208_2024-12-24
V209,2024-12-24 05:49:00,2024-12-24 11:57:00,25,80,0 days 06:08:00,62,1,2024-12-24,2024-12-24 05:00:00,2024-12-24 11:00:00,V209_2024-12-24
V210,2024-12-24 17:47:00,2024-12-25 00:38:00,47,80,0 days 06:51:00,48,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 00:00:00,V210_2024-12-24
V211,2024-12-24 13:37:00,2024-12-24 17:24:00,47,80,0 days 03:47:00,46,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 17:00:00,V211_2024-12-24
V212,2024-12-24 16:38:00,2024-12-25 01:59:00,26,80,0 days 09:21:00,69,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 01:00:00,V212_2024-12-24
V213,2024-12-24 11:13:00,2024-12-24 15:10:00,51,80,0 days 03:57:00,43,1,2024-12-24,2024-12-24 11:00:00,2024-12-24 15:00:00,V213_2024-12-24
V214,2024-12-24 17:02:00,2024-12-25 07:36:00,36,80,0 days 14:34:00,98,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 07:00:00,V214_2024-12-24
V215,2024-12-24 14:03:00,2024-12-24 22:41:00,32,80,0 days 08:38:00,60,1,2024-12-24,2024-12-24 14:00:00,2024-12-24 22:00:00,V215_2024-12-24
V216,2024-12-24 21:30:00,2024-12-25 02:21:00,27,80,0 days 04:51:00,63,1,2024-12-24,2024-12-24 21:00:00,2024-12-25 02:00:00,V216_2024-12-24
V217,2024-12-24 20:34:00,2024-12-25 03:20:00,10,80,0 days 06:46:00,89,1,2024-12-24,2024-12-24 20:00:00,2024-12-25 03:00:00,V217_2024-12-24
V218,2024-12-24 07:58:00,2024-12-24 09:54:00,46,80,0 days 01:56:00,49,1,2024-12-24,2024-12-24 07:00:00,2024-12-24 09:00:00,V218_2024-12-24
V219,2024-12-24 22:18:00,2024-12-25 08:33:00,34,80,0 days 10:15:00,67,1,2024-12-24,2024-12-24 22:00:00,2024-12-25 08:00:00,V219_2024-12-24
V220,2024-12-24 13:20:00,2024-12-24 18:26:00,43,80,0 days 05:06:00,46,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 18:00:00,V220_2024-12-24
V221,2024-12-24 14:44:00,2024-12-25 01:15:00,29,80,0 days 10:31:00,78,1,2024-12-24,2024-12-24 14:00:00,2024-12-25 01:00:00,V221_2024-12-24
V222,2024-12-24 19:40:00,2024-12-25 07:33:00,32,80,0 days 11:53:00,65,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 07:00:00,V222_2024-12-24
V223,2024-12-24 21:29:00,2024-12-25 04:16:00,29,80,0 days 06:47:00,59,1,2024-12-24,2024-12-24 21:00:00,2024-12-25 04:00:00,V223_2024-12-24
V224,2024-12-24 11:45:00,2024-12-25 01:17:00,38,80,0 days 13:32:00,91,1,2024-12-24,2024-12-24 11:00:00,2024-12-25 01:00:00,V224_2024-12-24
V225,2024-12-24 06:40:00,2024-12-24 10:40:00,39,80,0 days 04:00:00,87,1,2024-12-24,2024-12-24 06:00:00,2024-12-24 10:00:00,V225_2024-12-24
V226,2024-12-24 16:34:00,2024-12-25 04:06:00,32,80,0 days 11:32:00,86,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 04:00:00,V226_2024-12-24
V227,2024-12-24 00:18:00,2024-12-24 03:29:00,37,80,0 days 03:11:00,67,1,2024-12-24,2024-12-24 00:00:00,2024-12-24 03:00:00,V227_2024-12-24
V228,2024-12-24 04:20:00,2024-12-24 08:27:00,38,80,0 days 04:07:00,40,1,2024-12-24,2024-12-24 04:00:00,2024-12-24 08:00:00,V228_2024-12-24
V229,2024-12-24 18:01:00,2024-12-25 04:42:00,25,80,0 days 10:41:00,51,1,2024-12-24,2024-12-24 18:00:00,2024-12-25 04:00:00,V229_2024-12-24
V230,2024-12-24 08:24:00,2024-12-24 17:23:00,17,80,0 days 08:59:00,47,1,2024-12-24,2024-12-24 08:00:00,2024-12-24 17:00:00,V230_2024-12-24
V231,2024-12-24 18:25:00,2024-12-24 21:14:00,35,80,0 days 02:49:00,57,1,2024-12-24,2024-12-24 18:00:00,2024-12-24 21:00:00,V231_2024-12-24
V232,2024-12-24 19:17:00,2024-12-25 06:47:00,53,80,0 days 11:30:00,72,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 06:00:00,V232_2024-12-24
V233,2024-12-24 13:00:00,2024-12-25 01:31:00,12,80,0 days 12:31:00,50,1,2024-12-24,2024-12-24 13:00:00,2024-12-25 01:00:00,V233_2024-12-24
V234,2024-12-24 09:52:00,2024-12-24 14:07:00,39,80,0 days 04:15:00,93,1,2024-12-24,2024-12-24 09:00:00,2024-12-24 14:00:00,V234_2024-12-24
V235,2024-12-24 16:44:00,2024-12-24 21:43:00,51,80,0 days 04:59:00,98,1,2024-12-24,2024-12-24 16:00:00,2024-12-24 21:00:00,V235_2024-12-24
V236,2024-12-24 18:33:00,2024-12-24 20:48:00,48,80,0 days 02:15:00,60,1,2024-12-24,2024-12-24 18:00:00,2024-12-24 20:00:00,V236_2024-12-24
V237,2024-12-24 03:33:00,2024-12-24 10:24:00,17,80,0 days 06:51:00,44,1,2024-12-24,2024-12-24 03:00:00,2024-12-24 10:00:00,V237_2024-12-24
V238,2024-12-24 16:03:00,2024-12-24 19:26:00,51,80,0 days 03:23:00,72,1,2024-12-24,2024-12-24 16:00:00,2024-12-24 19:00:00,V238_2024-12-24
V239,2024-12-24 08:24:00,2024-12-24 17:22:00,54,80,0 days 08:58:00,87,1,2024-12-24,2024-12-24 08:00:00,2024-12-24 17:00:00,V239_2024-12-24
V240,2024-12-24 01:50:00,2024-12-24 05:22:00,47,80,0 days 03:32:00,91,1,2024-12-24,2024-12-24 01:00:00,2024-12-24 05:00:00,V240_2024-12-24
V241,2024-12-24 17:14:00,2024-12-25 06:48:00,24,80,0 days 13:34:00,98,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 06:00:00,V241_2024-12-24
V242,2024-12-24 12:07:00,2024-12-24 17:06:00,44,80,0 days 04:59:00,88,1,2024-12-24,2024-12-24 12:00:00,2024-12-24 17:00:00,V242_2024-12-24
V243,2024-12-24 01:41:00,2024-12-24 10:31:00,27,80,0 days 08:50:00,97,1,2024-12-24,2024-12-24 01:00:00,2024-12-24 10:00:00,V243_2024-12-24
V244,2024-12-24 14:10:00,2024-12-24 23:25:00,32,80,0 days 09:15:00,66,1,2024-12-24,2024-12-24 14:00:00,2024-12-24 23:00:00,V244_2024-12-24
V245,2024-12-24 00:30:00,2024-12-24 13:21:00,25,80,0 days 12:51:00,98,1,2024-12-24,2024-12-24 00:00:00,2024-12-24 13:00:00,V245_2024-12-24
V246,2024-12-24 04:52:00,2024-12-24 08:18:00,32,80,0 days 03:26:00,49,1,2024-12-24,2024-12-24 04:00:00,2024-12-24 08:00:00,V246_2024-12-24
V247,2024-12-24 04:47:00,2024-12-24 11:06:00,37,80,0 days 06:19:00,96,1,2024-12-24,2024-12-24 04:00:00,2024-12-24 11:00:00,V247_2024-12-24
V248,2024-12-24 13:02:00,2024-12-24 14:59:00,46,80,0 days 01:57:00,49,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 14:00:00,V248_2024-12-24
V249,2024-12-24 19:46:00,2024-12-24 23:12:00,18,80,0 days 03:26:00,53,1,2024-12-24,2024-12-24 19:00:00,2024-12-24 23:00:00,V249_2024-12-24
V250,2024-12-24 06:31:00,2024-12-24 09:19:00,23,80,0 days 02:48:00,46,1,2024-12-24,2024-12-24 06:00:00,2024-12-24 09:00:00,V250_2024-12-24
V251,2024-12-24 12:06:00,2024-12-24 17:00:00,56,80,0 days 04:54:00,100,1,2024-12-24,2024-12-24 12:00:00,2024-12-24 17:00:00,V251_2024-12-24
V252,2024-12-24 18:08:00,2024-12-24 23:18:00,18,80,0 days 05:10:00,79,1,2024-12-24,2024-12-24 18:00:00,2024-12-24 23:00:00,V252_2024-12-24
V253,2024-12-24 19:47:00,2024-12-24 22:46:00,43,80,0 days 02:59:00,70,1,2024-12-24,2024-12-24 19:00:00,2024-12-24 22:00:00,V253_2024-12-24
V254,2024-12-24 15:37:00,2024-12-24 22:18:00,23,80,0 days 06:41:00,74,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 22:00:00,V254_2024-12-24
V255,2024-12-24 17:51:00,2024-12-24 23:38:00,24,80,0 days 05:47:00,66,1,2024-12-24,2024-12-24 17:00:00,2024-12-24 23:00:00,V255_2024-12-24
V256,2024-12-24 09:47:00,2024-12-25 00:18:00,21,80,0 days 14:31:00,93,1,2024-12-24,2024-12-24 09:00:00,2024-12-25 00:00:00,V256_2024-12-24
V257,2024-12-24 15:40:00,2024-12-25 06:44:00,36,80,0 days 15:04:00,41,1,2024-12-24,2024-12-24 15:00:00,2024-12-25 06:00:00,V257_2024-12-24
V258,2024-12-24 10:38:00,2024-12-24 12:24:00,43,80,0 days 01:46:00,42,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 12:00:00,V258_2024-12-24
V259,2024-12-24 16:16:00,2024-12-25 00:22:00,38,80,0 days 08:06:00,68,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 00:00:00,V259_2024-12-24
V260,2024-12-24 11:14:00,2024-12-24 15:33:00,41,80,0 days 04:19:00,97,1,2024-12-24,2024-12-24 11:00:00,2024-12-24 15:00:00,V260_2024-12-24
V261,2024-12-24 16:19:00,2024-12-24 21:13:00,37,80,0 days 04:54:00,97,1,2024-12-24,2024-12-24 16:00:00,2024-12-24 21:00:00,V261_2024-12-24
V262,2024-12-24 16:17:00,2024-12-25 07:48:00,43,80,0 days 15:31:00,53,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 07:00:00,V262_2024-12-24
V263,2024-12-24 23:29:00,2024-12-25 01:36:00,49,80,0 days 02:07:00,57,1,2024-12-24,2024-12-24 23:00:00,2024-12-25 01:00:00,V263_2024-12-24
V264,2024-12-24 11:04:00,2024-12-24 21:49:00,19,80,0 days 10:45:00,57,1,2024-12-24,2024-12-24 11:00:00,2024-12-24 21:00:00,V264_2024-12-24
V265,2024-12-24 05:59:00,2024-12-24 11:51:00,29,80,0 days 05:52:00,42,1,2024-12-24,2024-12-24 05:00:00,2024-12-24 11:00:00,V265_2024-12-24
V266,2024-12-24 13:44:00,2024-12-25 02:36:00,26,80,0 days 12:52:00,48,1,2024-12-24,2024-12-24 13:00:00,2024-12-25 02:00:00,V266_2024-12-24
V267,2024-12-24 08:51:00,2024-12-24 13:50:00,20,80,0 days 04:59:00,43,1,2024-12-24,2024-12-24 08:00:00,2024-12-24 13:00:00,V267_2024-12-24
V268,2024-12-24 12:19:00,2024-12-24 18:37:00,52,80,0 days 06:18:00,43,1,2024-12-24,2024-12-24 12:00:00,2024-12-24 18:00:00,V268_2024-12-24
V269,2024-12-24 14:26:00,2024-12-25 01:11:00,39,80,0 days 10:45:00,41,1,2024-12-24,2024-12-24 14:00:00,2024-12-25 01:00:00,V269_2024-12-24
V270,2024-12-24 15:36:00,2024-12-24 19:28:00,37,80,0 days 03:52:00,50,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 19:00:00,V270_2024-12-24
V271,2024-12-24 15:26:00,2024-12-24 17:30:00,37,80,0 days 02:04:00,43,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 17:00:00,V271_2024-12-24
V272,2024-12-24 15:25:00,2024-12-24 20:32:00,41,80,0 days 05:07:00,100,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 20:00:00,V272_2024-12-24
V273,2024-12-24 13:19:00,2024-12-24 15:52:00,45,80,0 days 02:33:00,63,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 15:00:00,V273_2024-12-24
V274,2024-12-24 17:31:00,2024-12-25 13:23:00,21,80,0 days 19:52:00,71,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 13:00:00,V274_2024-12-24
V275,2024-12-24 08:20:00,2024-12-24 12:48:00,44,80,0 days 04:28:00,70,1,2024-12-24,2024-12-24 08:00:00,2024-12-24 12:00:00,V275_2024-12-24
V276,2024-12-24 08:17:00,2024-12-24 11:38:00,47,80,0 days 03:21:00,87,1,2024-12-24,2024-12-24 08:00:00,2024-12-24 11:00:00,V276_2024-12-24
V277,2024-12-24 17:01:00,2024-12-24 22:05:00,34,80,0 days 05:04:00,64,1,2024-12-24,2024-12-24 17:00:00,2024-12-24 22:00:00,V277_2024-12-24
V278,2024-12-24 08:17:00,2024-12-24 13:59:00,22,80,0 days 05:42:00,93,1,2024-12-24,2024-12-24 08:00:00,2024-12-24 13:00:00,V278_2024-12-24
V279,2024-12-24 20:17:00,2024-12-25 02:04:00,14,80,0 days 05:47:00,51,1,2024-12-24,2024-12-24 20:00:00,2024-12-25 02:00:00,V279_2024-12-24
V280,2024-12-24 13:28:00,2024-12-24 23:53:00,13,80,0 days 10:25:00,74,1,2024-12-24,2024-12-24 13:00:00,2024-12-24 23:00:00,V280_2024-12-24
V281,2024-12-24 09:31:00,2024-12-24 17:05:00,48,80,0 days 07:34:00,70,1,2024-12-24,2024-12-24 09:00:00,2024-12-24 17:00:00,V281_2024-12-24
V282,2024-12-24 12:36:00,2024-12-25 08:01:00,21,80,0 days 19:25:00,81,1,2024-12-24,2024-12-24 12:00:00,2024-12-25 08:00:00,V282_2024-12-24
V283,2024-12-24 10:36:00,2024-12-24 22:25:00,48,80,0 days 11:49:00,47,1,2024-12-24,2024-12-24 10:00:00,2024-12-24 22:00:00,V283_2024-12-24
V284,2024-12-24 15:38:00,2024-12-24 20:13:00,28,80,0 days 04:35:00,82,1,2024-12-24,2024-12-24 15:00:00,2024-12-24 20:00:00,V284_2024-12-24
V285,2024-12-24 16:07:00,2024-12-24 21:45:00,17,80,0 days 05:38:00,85,1,2024-12-24,2024-12-24 16:00:00,2024-12-24 21:00:00,V285_2024-12-24
V286,2024-12-24 16:19:00,2024-12-25 07:15:00,52,80,0 days 14:56:00,79,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 07:00:00,V286_2024-12-24
V287,2024-12-24 17:03:00,2024-12-25 02:59:00,19,80,0 days 09:56:00,93,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 02:00:00,V287_2024-12-24
V288,2024-12-24 16:13:00,2024-12-25 02:53:00,56,80,0 days 10:40:00,79,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 02:00:00,V288_2024-12-24
V289,2024-12-24 21:34:00,2024-12-25 10:09:00,35,80,0 days 12:35:00,69,1,2024-12-24,2024-12-24 21:00:00,2024-12-25 10:00:00,V289_2024-12-24
V290,2024-12-24 18:21:00,2024-12-25 06:06:00,39,80,0 days 11:45:00,95,1,2024-12-24,2024-12-24 18:00:00,2024-12-25 06:00:00,V290_2024-12-24
V291,2024-12-24 16:47:00,2024-12-25 04:34:00,13,80,0 days 11:47:00,94,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 04:00:00,V291_2024-12-24
V292,2024-12-24 16:52:00,2024-12-25 08:30:00,15,80,0 days 15:38:00,43,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 08:00:00,V292_2024-12-24
V293,2024-12-24 18:41:00,2024-12-25 07:29:00,18,80,0 days 12:48:00,63,1,2024-12-24,2024-12-24 18:00:00,2024-12-25 07:00:00,V293_2024-12-24
V294,2024-12-24 17:41:00,2024-12-25 05:24:00,54,80,0 days 11:43:00,81,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 05:00:00,V294_2024-12-24
V295,2024-12-24 19:45:00,2024-12-25 08:57:00,32,80,0 days 13:12:00,41,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 08:00:00,V295_2024-12-24
V296,2024-12-24 19:28:00,2024-12-25 05:58:00,43,80,0 days 10:30:00,42,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 05:00:00,V296_2024-12-24
V297,2024-12-24 19:46:00,2024-12-25 11:22:00,55,80,0 days 15:36:00,49,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 11:00:00,V297_2024-12-24
V298,2024-12-24 19:24:00,2024-12-25 08:33:00,16,80,0 days 13:09:00,85,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 08:00:00,V298_2024-12-24
V299,2024-12-24 19:16:00,2024-12-25 09:28:00,25,80,0 days 14:12:00,78,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 09:00:00,V299_2024-12-24
V300,2024-12-24 21:18:00,2024-12-25 09:50:00,12,80,0 days 12:32:00,67,1,2024-12-24,2024-12-24 21:00:00,2024-12-25 09:00:00,V300_2024-12-24
V301,2024-12-24 17:51:00,2024-12-25 06:08:00,32,80,0 days 12:17:00,57,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 06:00:00,V301_2024-12-24
V302,2024-12-24 18:42:00,2024-12-25 05:14:00,41,80,0 days 10:32:00,74,1,2024-12-24,2024-12-24 18:00:00,2024-12-25 05:00:00,V302_2024-12-24
V303,2024-12-24 19:53:00,2024-12-25 10:07:00,51,80,0 days 14:14:00,92,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 10:00:00,V303_2024-12-24
V304,2024-12-24 18:38:00,2024-12-25 07:38:00,22,80,0 days 13:00:00,52,1,2024-12-24,2024-12-24 18:00:00,2024-12-25 07:00:00,V304_2024-12-24
V305,2024-12-24 19:11:00,2024-12-25 08:54:00,36,80,0 days 13:43:00,40,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 08:00:00,V305_2024-12-24
V306,2024-12-24 16:59:00,2024-12-25 08:47:00,33,80,0 days 15:48:00,44,1,2024-12-24,2024-12-24 16:00:00,2024-12-25 08:00:00,V306_2024-12-24
V307,2024-12-24 19:07:00,2024-12-25 06:05:00,12,80,0 days 10:58:00,58,1,2024-12-24,2024-12-24 19:00:00,2024-12-25 06:00:00,V307_2024-12-24
V308,2024-12-24 17:41:00,2024-12-25 05:06:00,52,80,0 days 11:25:00,57,1,2024-12-24,2024-12-24 17:00:00,2024-12-25 05:00:00,V308_2024-12-24
